index,source,target,llama_fewshot
430,അമ്മയ്ക്ക് സമ്മാനം വാങ്ങി. അവൾ അത് തികച്ചും ഇഷ്ടപ്പെട്ടു! മികച്ച വാങ്ങൽ. വലിയ വില! ഒരു പരാതിയുമില്ല.,Bought a gift for my mom. She absolutely loved it! Great purchase. Great price! No complaints.,I bought a gift for my mom. She absolutely loved it! Great buy. Big savings! No complaints.
431,ഞാൻ വാങ്ങിയ എക്കോയ്ക്ക് ഇത് ആവശ്യമാണെന്ന് കരുതി ഞാൻ ഇത് വാങ്ങി. അതല്ലായിരുന്നു. എന്നിരുന്നാലും എനിക്ക് എപ്പോഴെങ്കിലും ഒരു Amazon Fire TV വേണമെങ്കിൽ അത് തയ്യാറാകും.,I bought this thinking it was needed for the Echo that I purchased. It was not. However if I ever want an Amazon Fire TV it will be ready.,"I bought this to go with the Echo I purchased, but it wasn't necessary. However, if I ever need an Amazon Fire TV, it will be ready."
432,ഇത് എളുപ്പത്തിൽ സജ്ജീകരിച്ചു. എക്കോയും ശബ്‌ദത്തിന്റെ ഗുണനിലവാരവും ശരിക്കും ഇഷ്‌ടപ്പെടുന്നു.,It was easy set up. Really love the Echo and the quality of sound.,It is easy to set up. I truly like the Echo and the sound quality.
433,എന്റെ പിതാവിന്റെ 75-ാം ജന്മദിനത്തിന് ഞാൻ ഫയർ ടാബ്‌ലെറ്റ് വാങ്ങി. തന്റെ ഇമെയിൽ പരിശോധിക്കാനും ഗെയിമുകൾ കളിക്കാനും അത് ഉപയോഗിക്കാൻ അവൻ ഇഷ്ടപ്പെടുന്നു. അതും യാത്ര ചെയ്യാൻ പറ്റിയ വലിപ്പം.,I purchased the Fire Tablet for my father's 75th birthday. He loves using it to check his email and to play games. It's a perfect size to travel with too.,I bought a Fire Tablet for my father's 75th birthday. He likes using it to check his email and play games. It's also the right size to take on a trip.
434,"ഈ ഇനം എന്റെ മകന് അനുയോജ്യമാണ്. ഇപ്പോൾ അയാൾക്ക് സ്വന്തമായി ഒരു ഗെയിം സിസ്റ്റം ഉണ്ട്, എന്റെ ഫോണിന് ബാറ്ററി കുറവാണ്. ഈ തിരഞ്ഞെടുപ്പിൽ നിങ്ങൾക്ക് തെറ്റ് പറ്റാത്ത ഏറ്റവും മികച്ച ഭാഗമാണ് വില. ഞാൻ വളരെ സംതൃപ്തനാണ്.",This item is perfect for my son. Now he has his own game system no more low battery for my phone. Price is the best part you can't go wrong with this choice . I am very satisfied .,"This is the perfect gift for my son. Now he has his own game system, which is great because my phone's battery is running low. The best part of this choice is the price, which is perfect. I am very satisfied."
435,"എന്റെ പ്രതീക്ഷകളെ കവിയുന്നു. മുഴുവൻ കുടുംബത്തിനും വലിയ വിനോദം. ദൈനംദിന അപകടങ്ങൾ വളരെ രസകരമാണ്!. നെസ്റ്റ് തെർമോസ്റ്റാറ്റും ലൈറ്റ് നിയന്ത്രണങ്ങളും ചേർക്കുക, നിങ്ങൾ ഖേദിക്കേണ്ടിവരില്ല.",Exceeds my expectations. Great fun for the whole family. Daily jepordy is lots of fun!. Add the nest thermostat and light controls and you won't be sorry.,"My expectations are exceeded. It's a great entertainment for the whole family. Daily hazards are very entertaining!. Add a Nest thermostat and light controls, and you won't be disappointed."
436,എന്റെ മുൻ വായനക്കാരനേക്കാൾ വളരെ മികച്ചത്,Much better than my previous ereader,My previous reader is much better.
437,"ഞാൻ ഇത് ഒരു കുടുംബാംഗത്തിന് സമ്മാനമായി വാങ്ങി, അവൾ ഇത് ഇഷ്ടപ്പെട്ടു. മികച്ച ലളിതമായ ടാബ്‌ലെറ്റ്.",I bought this as a gift for a family member and she loved it. Great simple tablet.,I bought this as a gift for a family member and she loves it. It's a great simple tablet.
438,മികച്ച ഉൽപ്പന്നം ഞാൻ എന്റെ എല്ലാ കൊച്ചുമക്കൾക്കും ഒന്ന് വാങ്ങും,excellent product I would buy all mu grand kids one,I really like this product and I will buy one for all my little kids.
439,"നെറ്റ്ഫ്ലിക്സ് ആമസോണിലും വുഡുവിലും അവന്റെ ഷോകൾ കാണുന്നതിന് എന്റെ പിഞ്ചുകുഞ്ഞിനായി ഇത് വാങ്ങി. Vudu അനുയോജ്യമല്ല, നെറ്റ്ഫ്ലിക്സ് വളരെ മന്ദഗതിയിലായതിനാൽ അത് ബഫർ ചെയ്തുകൊണ്ടിരുന്നു, അതിനാൽ അയാൾ അസ്വസ്ഥനായി. അതിന്റെ സ്‌പെസിഫിക്കേഷനുകൾ അനുസരിച്ച്, എന്റെ ലിൻസെ ടാബ്‌ലെറ്റിനേക്കാൾ വേഗതയേറിയ പ്രോസസ്സിംഗ് സിസ്റ്റമുണ്ട്. എന്തും ഡൗൺലോഡ് ചെയ്യുന്നത് എന്നെന്നേക്കുമായി എടുക്കും. നാവിഗേറ്റ് ചെയ്യാനും വളരെ ബുദ്ധിമുട്ടായിരുന്നു. എല്ലാത്തിനുമുപരിയായി പണം പാഴായി","Bought this for my toddler to watch his shows on netflix amazon and vudu. Vudu isnt compatable, netflix is so slow it kept buffering, so he got upset. Acording to its specs it has a faster processing system than my linsay tablet bit its five times slower atleast. Downloading anything takes forever. It was also very difficult to navigate.Over all waste of money","I bought this for my little one to watch his shows on Netflix on Amazon and Vudu, but Vudu is not compatible, and Netflix was buffering so much that he got frustrated. According to its specifications, it has a faster processing system than my Lens tablet. Anything I download takes forever. It was also very hard to navigate. And to top it all off, it's a waste of money."
440,"ഒരു ആമസോൺ പ്രൈം അംഗത്വമുള്ളത് അതിന്റെ ആകർഷണീയത (ആമസോൺ മ്യൂസിക്) വർദ്ധിപ്പിക്കുമെങ്കിലും, അലക്‌സയുടെ എല്ലാ കഴിവുകളും ആസ്വദിക്കാൻ ഇത് നിർബന്ധമല്ല. മുതിർന്നവർക്ക് സ്‌പോട്ടിഫൈയിലൂടെയും ദൈനംദിന ബ്രീഫിംഗുകളിലൂടെയും സംഗീതം ആസ്വദിക്കാനാകും, പ്രത്യേകിച്ചും കുട്ടികൾ അവളുടെ കുടുംബ സൗഹൃദ തമാശകൾ ആസ്വദിക്കുന്നു. പുതിയ കഴിവുകൾ മിക്കവാറും എല്ലാ ദിവസവും പുറത്തുവരുന്നു. MS Outlook കലണ്ടർ ഇപ്പോൾ ഒരു Alexa സ്‌കിൽ ആയതിൽ ഞാൻ സന്തോഷിച്ചു.","Although having an Amazon Prime membership adds to it's charm(Amazon Music), it's not a must have to enjoy all of Alexa's skills. Adults can enjoy music through Spotify and the daily briefings while the kids in particular enjoy her family friendly jokes. New skills are rolled out almost daily. I was glad that MS Outlook calendar is now an Alexa skill.","Having an Amazon Prime membership does enhance its appeal (Amazon Music), but it's not necessary to enjoy all of Alexa's capabilities. Adults can enjoy music through Spotify and daily briefings, especially kids who enjoy her family-friendly jokes. New skills are released almost daily. I was pleased to see the MS Outlook calendar is now an Alexa skill."
441,വിലയ്ക്ക് ഇത് ഒരു കുട്ടിക്ക് ആരംഭിക്കാൻ ഒരു മികച്ച ടാബ്‌ലെറ്റാണ്.,For the price it's a great tablet for a kid to start off with.,This is a great tablet for a child to start with at a good price.
442,എക്കാലത്തെയും മികച്ച കിൻഡിൽ !! രാത്രിയിൽ ഭർത്താവിനെ ഉണർത്താതെ വായിക്കാൻ കഴിയുന്ന സ്നേഹം. ഒരെണ്ണം വാങ്ങൂ!,Best kindle ever!! Love that I can read at night without waking my husband. Buy one!,The best Kindle ever!! Love reading without waking up my husband at night. Get one!
443,ഒരു ടാബ്‌ലെറ്റിൽ നിങ്ങൾ ചെയ്യാൻ ആഗ്രഹിക്കുന്ന എന്തിനും ഈ ടാബ്‌ലെറ്റ് അനുയോജ്യമാണ്.,This tablet is perfect for just about anything you could want to do on a tablet.,This tablet is suitable for anything you want to do on a tablet.
444,"മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്നു, നിങ്ങൾക്ക് ഇത് ഇഷ്ടാനുസൃതമാക്കാൻ കഴിയും. വോയ്‌സ് റിമോട്ടിനൊപ്പം വളരെ മനോഹരമാണ്",works great and you can customize it. very nice with the voice remote,"It works great, you can customize it to your liking. It's very nice with the voice remote."
445,പണത്തിന് വലിയ വിലപേശൽ. സൂര്യപ്രകാശത്തിലും കിടക്കയിൽ കിടക്കുമ്പോഴും വായിക്കാൻ എളുപ്പമാണ്.,Great bargain for money. Easy to read in sunlight and while laying in bed.,A great value for the money. Easy to read in sunlight and in bed.
446,"ഒരു gen 1 Kindle ഉണ്ടായിരുന്നു, ഞാൻ ഇതിലേക്ക് നീങ്ങിയതിൽ വളരെ സന്തോഷമുണ്ട്. ഔട്ട്‌ഡോർ സണ്ണി വായനയ്ക്ക് മികച്ചതാണ്. ഒരു നിർബന്ധം!",Had a gen 1 Kindle and so glad I moved up to this. Great for outdoor sunny reading. A must have !,I'm really happy to have moved from a gen 1 Kindle to this one. The outdoor sunny reading is great. A must have!
447,"ഇത് ഒരു ലളിതമായ ടാബ്‌ലെറ്റാണ്, പക്ഷേ മികച്ചതും മികച്ചതുമായ ചിത്രം പ്രവർത്തിക്കുന്നു, മറ്റ് പ്രധാന ടാബ്‌ലെറ്റുകൾ പോലെ തന്നെ നിങ്ങൾക്ക് ഇത് ചെയ്യാൻ കഴിയും. ഇത് എനിക്ക് വേണ്ടി പ്രവർത്തിക്കുന്നു.","Its a simple tablet, but works great, good picture, you can do most the same as other major named tablets.It works for me.","This is a simple tablet, but it has great picture quality, just like other main tablets you can do this with. It works for me."
448,ഉപയോഗിക്കാൻ എളുപ്പമാണ്. സാങ്കേതിക പ്രശ്നങ്ങളൊന്നും ഇല്ല. പണത്തിന് വലിയ മൂല്യം,Easy to use. No technical issues whatsoever. Great value for the money,It is easy to use. No technical issues. Great value for the money.
449,ഡിസ്‌പ്ലേ മികച്ചതല്ലെങ്കിലും പരുക്കൻ ഉപയോഗത്തിന് ബാക്കപ്പ് ഉപകരണമായി ഉപയോഗിക്കാം,The display is not great but can be used as a back up device for rough use,The display is not great but it can be used as a backup device for rough use.
450,"75 വയസ്സുള്ള എന്റെ അമ്മയ്‌ക്ക് വേണ്ടി ഞാൻ Amazon - Fire Kids Edition - 7 Tablet - 16gb വാങ്ങി. അവൾ അത് ശീലമാക്കാൻ ഏതാനും മണിക്കൂറുകൾ എടുത്തു. ഇപ്പോൾ, എനിക്ക് അവളെ അതിൽ നിന്ന് വേർപെടുത്താൻ കഴിയില്ല, കാരണം ഇത് അവളെ പല തരത്തിൽ രസിപ്പിക്കുന്നു, എല്ലാറ്റിനും ഉപരിയായി അവൾക്ക് ടാബ്‌ലെറ്റ് ഉപേക്ഷിക്കാൻ കഴിയും, അത് ഇപ്പോഴും പ്രവർത്തിക്കും.","I purchased the Amazon - Fire Kids Edition - 7 Tablet - 16gb for my 75 year old mother after she broke her old tablet by dropping it. It took her a few hours to get used to it. Now, I cannot separate her away from it because it entertains her in so many ways and best of all she can drop the tablet and it will still work.","I bought the Amazon Fire Kids Edition 7 Tablet 16gb for my 75-year-old mom. It took her a few hours to get used to it. Now, I can't take it away from her because it has so many things that entertain her, and on top of that, she can just put the tablet aside and it will still be working."
451,"നല്ല വലിപ്പമുള്ള സ്‌ക്രീൻ, ധാരാളം സ്റ്റോറേജ് ഉള്ള വ്യക്തവും വൃത്തിയുള്ളതുമായ ചിത്രം","Nice size screen, clear and clean picture with plenty of storage","Good size screen, plenty of storage and a clear and crisp image."
452,വലിയ ഇനം സഹായകരമാണ്,great item helpful,It is a big help.
453,ക്രിസ്മസിന് എന്റെ മരുമകൾക്ക് വേണ്ടി ഇത് വാങ്ങി. അവൾ അത് ഇഷ്ടപ്പെടുമെന്ന് എനിക്ക് ഉറപ്പുണ്ട്!,Bought this for my niece for Christmas. I'm sure she will love it!,I bought this for my sister-in-law for Christmas. I'm sure she'll love it!
454,"ഞാൻ ഇത് എന്റെ സുഹൃത്തിനായി വാങ്ങി, അതിന്റെ ഷട്ടർഫ്ലൈ കൂപ്പണും എനിക്കിഷ്ടമാണ്. ഇത് വളരെ നന്നായിരിക്കുന്നു.",I bought this for my friend and I also like its shutterfly coupon. It is wonderful.,"I bought this for my friend, and I also like the shutter cup. It is very good."
455,"എക്കാലത്തെയും മികച്ച വായനക്കാരൻ. എനിക്ക് Kindle Voyage ലഭിക്കുന്നതിന് മുമ്പ് Paper white 2013, Kindle DX, B&N nook, Kobo Aura HD എന്നിങ്ങനെ ധാരാളം വായനക്കാർ എനിക്കുണ്ടായിരുന്നു. എന്നാൽ ഇത് ശരിക്കും വ്യത്യസ്തമാണ്. ഇത് പിന്തുണയ്ക്കണമെന്ന് ഞാൻ ആഗ്രഹിക്കുന്ന ഒരേയൊരു സവിശേഷത മെമ്മറി സ്ലോട്ട് ആണ്! അടുത്ത തലമുറയിലെ കിൻഡിൽസ്, കിൻഡിൽ ഫയർ എന്നിവയിലേക്ക് ആമസോൺ ഇത് ചേർക്കുമെന്ന് ഞാൻ ഊഹിക്കുന്നു...","Best Reader ever. I've had a lot of Readers like Paper white 2013, Kindle DX, B&N nook and Kobo Aura HD before I get Kindle Voyage. But this one is really different.The only feature that I wish it'd support is memory slot! I guess Amazon will add it to the next generation of Kindles as well as Kindle Fires...","The best reader ever. I had a Paper white 2013, Kindle DX, B&N nook, Kobo Aura HD, and many other readers before I got my Kindle Voyage. But this one is truly different. The only feature I wish it had is a memory slot! I think Amazon will add this to the next generation Kindles, Kindle Fire, etc..."
456,"വർഷങ്ങളായി ഞാൻ ഇവയിലൊന്ന് വാങ്ങുന്നത് നിർത്തിവച്ചിരിക്കുകയായിരുന്നു, എന്നാൽ കറുത്ത വെള്ളിയാഴ്ച വില അതിശയിപ്പിക്കുന്ന $49 ആയിരുന്നു. ആ തുകയ്ക്ക് നിങ്ങൾക്ക് ലഭിക്കുന്ന ടാബ്‌ലെറ്റിന്റെ അളവ് സമാനതകളില്ലാത്തതാണ്. നിങ്ങൾ പുസ്തകങ്ങളോ മാധ്യമങ്ങളോ ആസ്വദിക്കുകയാണെങ്കിൽ അത് ഒരു മികച്ച നിക്ഷേപമാണ്.","I have been holding off buying one of these for years, but on black friday the price was an astonishing $49. The amount of tablet you get for that amount of money is unrivaled. It is a great investment if you enjoy books or media.","I have been waiting years to buy one of these, but the Black Friday price of $49 was amazing. The size of the tablet you get for that price is unbeatable. If you enjoy reading books or watching media, it's a great investment."
457,"എന്റെ അമ്മായിയമ്മ അവളുടെ കിണ്ടിയെ സ്നേഹിക്കുന്നു !! അവൾ അതിൽ അവളുടെ ഗെയിമുകൾ കളിക്കുന്നു, കണ്ണടയില്ലാതെ അത് ഉപയോഗിക്കാൻ കഴിയും!",My mother in law loves her kindle!! She plays her games on it and can use it without glasses!,My grandma loves her tablet !! She plays her games on it and can use it without glasses!
458,ഇതൊരു ഗംഭീര ടാബ്‌ലെറ്റാണ്. പുസ്തകങ്ങൾ ആക്സസ് ചെയ്യാനും വായിക്കാനും അതുപോലെ ആപ്പുകൾ ചേർക്കാനും വളരെ എളുപ്പമാണ്,This is an awesome tablet. Very easy to access and read books as well as to add apps,"This is a great tablet. It is very easy to access and read books, as well as add apps."
459,എന്റെ മകൾക്ക് വേണ്ടി വാങ്ങി. അവൾ അത് ഇഷ്ടപ്പെടുന്നു! എന്നെ സന്തോഷവാൻ ആക്കുന്നു:),Bought it for my daughter. She loves it! makes me happy:),I bought it for my daughter. She loves it! It makes me happy too :)
460,"ഇഷ്‌ടപ്പെടുക, ഇപ്പോൾ എന്റെ എല്ലാ എക്കോയിലും ഡോട്ടുകളിലും ഒരേസമയം വീടുമുഴുവൻ സംഗീതം പ്ലേ ചെയ്യാൻ കഴിയുന്നത് ഇതിലും മികച്ചതാണ്.",Love it and now that I can play music throughout the house on all my echo and dots simultaneously it's even better.,I love it now that I can play music all around the house at the same time on all my Echoes and Dots.
461,"ബ്ലാക്ക് ഫ്രൈഡേയിൽ മൈൻ വാങ്ങി, അത് ഗംഭീരമാണ്. എന്റെ ആദ്യ ടാബ്‌ലെറ്റും എല്ലാ ആമസോൺ ഫീച്ചറുകളും കൊണ്ട് മികച്ചതാണ്.",BOUGHT MINE ON BLACK FRIDAY AND IT IS AWESOME. MY FIRST TABLET AND IT IS GREAT WITH ALL OF THE AMAZON FEATURES.,"I bought the Fire tablet on Black Friday, and it's awesome. It's also my first tablet and it has all the Amazon features."
462,"ഇതൊരു മികച്ച ടാബ്‌ലെറ്റാണ്, ഞാൻ രണ്ടെണ്ണം കൂടി വാങ്ങി !!!","It's a great tablet, I ended up buying two more!!!","This is a great tablet, I bought two more!!!"
463,"ഞാൻ നടത്തിയിട്ടുള്ളതിൽ വച്ച് ഏറ്റവും മികച്ച വാങ്ങലുകളിൽ ഒന്നാണിത്, കുറച്ച് അധിക തുക നൽകി ഫയർ ടിവി സ്വന്തമാക്കൂ",This is one of the best purchases I have ever made pay the little extra and get the fire tv,"This is one of the best purchases I've made, I would have paid a little extra to get a Fire TV of my own."
464,"ഈ ഉൽപ്പന്നത്തെക്കുറിച്ച് ഒരു സുഹൃത്ത് എന്നോട് പറഞ്ഞു, ഇത് വളരെ മികച്ചതായിരുന്നു!",A friend told me about this product and it was a great deal!,A friend told me about this product and said it was very good!
465,"എനിക്കും എന്റെ ഭാര്യക്കും വേണ്ടി ഒന്ന് വാങ്ങി...എനിക്ക് വെളുത്തത് കിട്ടി, അവൾക്ക് കറുപ്പ് കിട്ടി. സ്റ്റീഫൻ കിംഗിന്റെ മുഴുവൻ ഗ്രന്ഥസൂചികയും വായിക്കാൻ തുടങ്ങി. ഇത് ശരിക്കും ഇഷ്ടപ്പെടുകയും ഉപകരണത്തെ ശരിക്കും സ്നേഹിക്കുകയും ചെയ്യുന്നു. മികച്ച ബാറ്ററി ലൈഫും പ്രവർത്തനക്ഷമതയും. അതിയായി ശുപാര്ശ ചെയ്യുന്നത്. നിങ്ങൾ ഒരെണ്ണം വാങ്ങുന്നതിനെക്കുറിച്ച് ചിന്തിക്കുകയാണെങ്കിൽ, അത് ചെയ്യുക. നിങ്ങൾ അതിൽ ഖേദിക്കേണ്ടിവരില്ല. സൗജന്യമായി പുസ്തകങ്ങൾ വാടകയ്‌ക്കെടുക്കാൻ നിങ്ങളുടെ പ്രാദേശിക ലൈബ്രറി ഡിജിറ്റൽ അക്കൗണ്ട് സജ്ജീകരിക്കുന്നത് ഉറപ്പാക്കുക!","Bought one for my wife and I...I got the white one, she got the black one. Started reading through Stephen King's entire bibliography. Really loving it, and really loving the device. Great battery life and functionality. Highly recommended. If you are thinking about buying one, just do it. You won't regret it. And make sure to set up your local library digital account to rent books for free!","I bought one for my wife and me...I got white and she got black. My son started reading the entire list of Stephen King books. I truly love it and truly love the device. Great battery life and functionality. Highly recommend it. If you're thinking of buying one, do it. You won't regret it. Check with your local library to see if they have a digital account you can sign up for free to borrow e-books!"
466,"ഇ-ബുക്കുകൾ വായിക്കുക മാത്രമാണ് നിങ്ങൾ ചെയ്യാൻ ആഗ്രഹിക്കുന്നതെങ്കിൽ, ഇത് നിങ്ങൾക്കുള്ള ഉപകരണമാണ്","If all you want to do is read ebooks, then this is the device for you","If you just want to read e-books, this is the device for you."
467,മികച്ച സ്പീക്കർ- ആമസോണും സ്‌പോട്ടിഫൈ സംഗീതവും എപ്പോൾ വേണമെങ്കിലും നേടൂ. ഗതാഗതവും കാലാവസ്ഥയും. കഥകളും തമാശകളും പറയുന്നു!,Great speaker- get Amazon and Spotify music anytime. Traffic and weather. Tells stories and jokes too!,Great speaker - gets Amazon and Spotify music whenever you want. Also gets traffic and weather. Tells stories and jokes!
468,എന്റെ എക്കോയിൽ വളരെയധികം ആസ്വദിക്കുന്നു. എങ്ങനെ ചോദിക്കണം എന്ന് ശീലിച്ചു കഴിഞ്ഞാൽ ചെയ്യേണ്ട കാര്യങ്ങൾ നിറഞ്ഞതാണ്. ഒരു ചോദ്യം ചോദിക്കുന്നതിന് മുമ്പ് നിങ്ങൾ കഴിവിന്റെ പേര് പറയണം. ഒന്ന് പിടികിട്ടിക്കഴിഞ്ഞാൽ അത് മഹത്തരമാണ്. ഞാൻ ഇതുവരെ കണ്ടെത്തിയിട്ടില്ലാത്ത ഒരുപാട് കാര്യങ്ങൾ അതിന് ചെയ്യാൻ കഴിയും. ഈ വാങ്ങലിൽ നിങ്ങൾ ഖേദിക്കേണ്ടിവരില്ല.,"Having so much fun with my Echo. It is full of things to do once you get used to how to ask it. You have to say the name of the skill before you can ask a question. Once you get the hang of it, it is great. There is still so much more that it can do that I haven't yet discovered. You won't regret this purchase.","I really enjoy my Echo. Once you get into the habit of asking how to do something, it's full of things to do. You have to say the name of the skill before you can use it. Once you get one, it's amazing. I haven't found anything that it can't do. You won't regret this purchase."
469,"ഉയർന്ന പ്രവർത്തനക്ഷമതയുള്ള ഒരു വൈഫൈയും ഒരു ആമസോൺ പ്രൈം അക്കൗണ്ടും ഉപയോഗിച്ച്, I-ന്റെ ഒരു പാഡിന്റെ എല്ലാ വ്യക്തിഗത പ്രവർത്തനങ്ങളും നിങ്ങൾക്കുണ്ട്. എന്റെ കുട്ടികൾ അവ ഉപയോഗിക്കുന്നു, അവയിൽ നിന്ന് ആവേശം കൊള്ളുന്നു, അവർ ടിക്ക് ചെയ്യുന്നത് തുടരുന്നു. അവർ 3 ഐപാഡുകൾ നശിപ്പിച്ചു, അതിനാൽ വീട്ടിലെ ഒരു കുട്ടിക്ക് ഇത് വളരെ മനോഹരമാണ്. -ബോററ്റ്","With a high functioning WIFI and an Amazon Prime Account you have all of the personal functionality of a Pad of I. My kids use them, bang the heck out of them and they keep on ticking. They have destroyed 3 Ipads, so for a kid at home, it is very nice. -Borat","With high performance Wi-Fi and an Amazon Prime account, you have access to all of my kids' individual activities on my iPad. My kids use them, get excited about them, and keep coming back. They have destroyed 3 iPads, so for a kid at home, this is very nice. -Borrett"
470,ഈ ഉപകരണത്തിൽ നിന്ന് പ്രിന്റ് ചെയ്യാൻ കഴിയില്ല...ടച്ച് സ്‌ക്രീൻ ഉപയോഗിക്കുന്നത് വളരെ ബുദ്ധിമുട്ടാണ്.,Can not print from this device...Using the touch screen is very difficult.,It is not possible to print from this device...touch screen is very frustrating.
471,മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്നു. വിലയ്ക്ക് മികച്ച ടാബ്‌ലെറ്റ്. തീർച്ചയായും ഈ ടാബ്‌ലെറ്റ് ശുപാർശ ചെയ്യും.,Works great.Terrific tablet for price.Would definitely recommend this tablet.,It works perfectly. This is a great tablet for the price. I would definitely recommend this tablet.
472,"കുഴപ്പമില്ല, സിനിമയ്ക്ക് പണം നൽകേണ്ടിവരുമെന്ന് എനിക്കറിയില്ലായിരുന്നു","It's ok, I didn't know that I would have to pay for movies",I didn't know that I would have to pay for the movie.
473,"മികച്ച സ്പീക്കറും എക്കോ പകരക്കാരനും. ബ്ലൂടൂത്ത് സ്പീക്കർ എന്ന നിലയിൽ എവിടെയായിരുന്നാലും ഇത് വളരെ മികച്ചതാണ്, ഇന്റർനെറ്റിലേക്ക് കണക്റ്റുചെയ്യുമ്പോൾ ഇത് അലക്‌സാ ആപ്പ് ഉപയോഗിച്ച് മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്നു.",Great speaker and Echo substitute. This is great for on the go as a Bluetooth speaker and when connected to the internet it works great using the Alexa app.,"Excellent speaker and Echo companion. As a Bluetooth speaker, it's great anywhere, and when connected to the internet, it works perfectly with the Alexa app."
474,"ഞങ്ങൾ ഈ ആമസോൺ ഫയർ ടിവി വാങ്ങുന്നത് സ്മാർട്ടല്ലാത്ത എന്റെ ടിവിഎസുകളിലൊന്നിന് വേണ്ടിയാണ്, അതിൽ വളരെ സന്തോഷമുണ്ട്, ഞങ്ങൾ ഹുലു, ആമസോൺ ടിവി എന്നിവ കാണാറുണ്ടായിരുന്നു, ഇത് വളരെ വേഗതയുള്ളതാണ്, ഞങ്ങൾക്ക് പ്രശ്‌നങ്ങളൊന്നും ഉണ്ടായിട്ടില്ല.","We purchase this amazon fire TV for one of my TVS that is not smart and e are very happy with it, we used to watch Hulu, Amazon TV, it is very fast and we haven't had any problems.","We bought this Amazon Fire TV as a smart upgrade for one of our non-smart TVs, and it was a great decision, we were used to watching Hulu and Amazon TV, and this one is much faster, we haven't had any issues with it."
475,"നിങ്ങളുടെ കുട്ടിയെ ദീർഘദൂര യാത്രയിലോ അല്ലെങ്കിൽ ചെറിയ കുട്ടിയെ വിനോദിപ്പിക്കുന്നതിൽ നിന്ന് നിങ്ങൾക്ക് വിശ്രമം ആവശ്യമുള്ളപ്പോഴോ നിങ്ങളുടെ കുട്ടിയെ ഉൾക്കൊള്ളാൻ ഇത് വളരെ നല്ലതാണ്. മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്നു, നിങ്ങളുടെ സെൽ ഫോണോ മറ്റ് മുതിർന്നവർക്കുള്ള ഉപകരണമോ ഉപയോഗിക്കാതെ തന്നെ അവർക്ക് സ്വന്തം കളിപ്പാട്ടങ്ങൾ കേടുവരുത്തുകയോ കുഴപ്പത്തിലാക്കുകയോ ചെയ്യാം.",This is great to occupy your child on the long road trip or just when you need a break from entertaining the little one. Works great and they can damage or mess up their own toys without using your cell phone or other adult device.,"It is very good for keeping your child occupied during long trips or when you need a break from entertaining them. It works well, allowing them to play games and have fun without needing to use your cell phone or other adult devices."
476,"ഒരുപാട് രസകരമാണ്, മാത്രമല്ല വളരെ ഉപയോഗപ്രദവുമാണ്. ഇത് എന്റെ Nest Thermostat-ലേക്ക് കണക്‌റ്റ് ചെയ്‌ത് എന്റെ Caséta Wireless സ്വിച്ചുകളിലേക്ക് കണക്‌റ്റ് ചെയ്യാൻ പോകുകയാണ്. സ്പീക്കറിന് അതിന്റെ വലുപ്പത്തിന് മികച്ച ബാസ് ഉണ്ട്. നുറുങ്ങുകൾക്കും തന്ത്രങ്ങൾക്കുമായി YouTube വീഡിയോകൾ തിരയുക. നിങ്ങൾ ചിന്തിക്കുന്നതിലും കൂടുതൽ അത് ചെയ്യുന്നു,","Lots of fun, but also very useful. Have it connected to my Nest Thermostat and going to connect it to my Caséta Wireless switches. The speaker has great bass for its size. Search YouTube videos for tips and tricks. It does more then you think,","It is very entertaining, and also very useful. I'm going to connect it to my Nest Thermostat and connect it to my Caséta Wireless switches. The speaker has great bass for its size. Searching for YouTube videos for puzzles and riddles."
477,എന്റെ മകൾ ഇത് ഇഷ്ടപ്പെടുന്നു. ഗെയിമുകൾക്കും വിദ്യാഭ്യാസ ആപ്പുകൾക്കും ഒപ്പം സംഗീതം കേൾക്കാനും അവൾ ഇത് ഉപയോഗിക്കുന്നു.,"My daughter loves this. She uses it for both games and educational apps, as well as listen to music.","My daughter loves it. She uses it to play games, educational apps, and listen to music."
