source,target
<E2M> Wi-Fi works great lots of options for viewing and works quick. Small so fits behind TV and does not need to be indirect site for remote,"WiFi works great ആണ്, lot of viewing options ഉണ്ട്, fast ആണ്, TV പിന്നിൽ fit ചെയ്യും, remote ന് direct sight ആവശ്യമില്ല."
"<E2M> The Amzon Echo is like a dream come true. Everyone in my house feels like we live in some future movie. We use it everyday to get our news, weather, cooking timer, control our lights, control our AC and listen to music over Spotify, all with just our voice. It's useful to get quick wiki info or even just for a joke. The kids love to play paper rock and scissors with her. My only regret is I don't have another!",Amazon Echo dream come true പോലെ ആണ്. future movie പോലെ വീട്ടിൽ feel ആണ്. news weather cooking timer lights AC control Spotify music എല്ലാം voice കൊണ്ട് use ചെയ്യുന്നു. quick wiki info jokes ന് useful ആണ്. kids paper rock scissors കളിക്കുന്നു. മറ്റൊന്ന് ഇല്ലാത്തത് regret ആണ്
<E2M> Bought as gift for senior. Setup process could be easier.,senior ന് gift ആയി bought ചെയ്തു. setup process easier ആയിരിക്കാമായിരുന്നു
"<M2E> 3 year old നായി navigate ചെയ്യാൻ easy ആണ്, adult to kid use ഇഷ്ടമാണ്",Easy for 3 year old to navigate. Like the adult to kid use.
"<M2E> friend’s kid നു വാങ്ങി. works perfectly, no problems so far.",I bought this for my friends kid. It works perfectly. There are no problems so far.
<M2E> size display reading ന് perfect ആണ് എന്ന് ഞാൻ think ചെയ്യുന്നു.,I think that the size and the display a perfect for reading.
<E2M> My first tablet and it is just perfect for a beginner like me. Easy to use and just the right size. I use it when I just need to check something quickly on the internet without having to turn on my desk top computer. Very fast.,"എന്റെ first tablet ആണ്, beginner ആയി perfect ആണ്. easy to use, right size. desktop on ചെയ്യാതെ internet check ചെയ്യാൻ use ചെയ്യുന്നു, very fast ആണ്"
<E2M> A really low price for an amazing little pad. Quad chip,amazing little pad ന് really low price ആണ്. quad chip ഉണ്ട്
"<M2E> gift ആയി വാങ്ങി, wife loves it, new features daily learn ചെയ്യുന്നു.","Bought as a gift. Wife loves it, enjoying and learning new features each day"
<E2M> Good tablet for kids to enjoy and play with not if you are trying to do something big on it,"Kids enjoy ചെയ്യാനും play ചെയ്യാനും good tablet ആണ്, പക്ഷേ big tasks ചെയ്യാൻ ഇത് suitable അല്ല."
"<M2E> on the go ഉള്ളവർക്ക് ഇത് ideal ആണ്, phone charger ല്‍ keep ചെയ്യേണ്ട hassle ഇല്ലാതാക്കുന്നു. charge ചെയ്താൽ several days last ചെയ്യും. Canada ൽ school പോകുന്ന family member ന് perfect ആണ്, works phenomenal. supplied charger മാത്രം take ചെയ്യും, പക്ഷേ pinch ൽ മറ്റുള്ള charger substitute ചെയ്യാം (ps4).","For someone on the go this is ideal for eliminating the hastle of always keeping your phone on a charger. Lasts several days if you have charged it!! Family member goes to school in Canada and always traveling. Ideal for this individual, works phenomenal. Will only take the charger supplied but if an additional is required you may substitute with others out there (ps4) if in a pinch it works."
"<E2M> I bought it for friend of mine, he really liked it.","ഇത് ഞാൻ എന്റെ friend വേണ്ടി വാങ്ങി, അവൻ ഇത് really liked ചെയ്തു."
"<E2M> Got it for my husband to read at night in bed, he loves that it has a lit screen unlike the original model. However he can't read his textbooks from school so that is a big negative.","husband bedtime reading വേണ്ടി വാങ്ങി, lit screen ഇഷ്ടമാണ്, textbooks read ചെയ്യാൻ കഴിയില്ല, big negative ആണ്."
<E2M> this is better than having Dish network or Direct TV program in what you need and there it is.,Dish Network അല്ലെങ്കിൽ Direct TV program കാൾ ഇത് better ആണ്
"<M2E> ഇത് വാങ്ങി, സന്തോഷമില്ല, Amazon ൽ നിന്ന് കൂടുതൽ പ്രതീക്ഷിച്ചു",just bought it and not really happy i really expected more from amazon
<E2M> Love the kindle tablet for my kids and grandkids. Very easy to use even for a 2 year old. I would highly recommend buying the screen protector and durable case.,kindle tablet kids and grandkids ന് love ചെയ്യുന്നു 2 year old നും easy recommend screen protector case
"<M2E> Travel നായി tablet size perfect ആണ്, touches ന് quick respond ചെയ്യുന്നു കൂടാതെ great picture ഉണ്ട്.","Love the size of the tablet for travel, it responds to touches quickly and has a great picture!"
"<M2E> 7 year old ന് വാങ്ങി, love ചെയ്തു. great parental control, daily goals set ചെയ്യാം, സമയത്ത് turn off ചെയ്യും. very fast processor ആണ്","I bought this tablet for my 7 years old and love it. Great parental control, set up goals for the day, turns off at the time, I decided. Works perfectly and very fast processor"
"<M2E> great set top box ആണ്, lots of apps, hours engaged ആയി ഇരിക്കും.",This is a great set top box with plenty of apps that will keep anyone engaged for hours!
<E2M> This was a gift for my wife and she has truly enjoyed it. The different lighting for reading so helpful.,"wife ന് gift ആയി വാങ്ങി, she enjoyed it. reading lighting helpful ആണ്"
<E2M> Great for outside reading. My iPad has been good too with the kindle app but can't see well in bright light. This fixes that.,"outside reading ന് great ആണ്. iPad Kindle app bright light ൽ work ഇല്ല, ഇത് solve ചെയ്യുന്നു"
"<E2M> Does the job well, great for kids and adults. Was on sell for only $40 during Black Friday. Good buy.","job well ചെയ്യുന്നു, kids നും adults നും great ആണ്. Black Friday ൽ $40 ന് കിട്ടി. good buy."
"<E2M> Amazon does it again. Worth every penny spent. Watch all movies, shows. I'm gonna purchase more!",Amazon വീണ്ടും മികച്ചത് ചെയ്യുന്നു. Every penny worth ആണ്. Movies ഉം shows ഉം എല്ലാം കാണാം. കൂടുതൽ വാങ്ങാൻ പോകുന്നു.
"<M2E> news, entertainment നായി വീട്ടിൽ great technology ആണ്",Its a great technology to have at home for news and entertainment
"<M2E> ഇതിൽ രണ്ടെണ്ണം എന്റെ nieces birthdays നായി വാങ്ങി, അവ party യുടെ hit ആയിരുന്നു. ഇരുവരും അവരോടൊപ്പം play ചെയ്യാൻ love ചെയ്യുന്നു",Bought two of these for both of my nieces birthdays and they were the hit of the party. Both love playing with them
"<E2M> This is my third Kindle reader and I love it as much as I loved the others! Light and comfortable to hold, especially in bed.","ഇത് third Kindle reader ആണ്, others പോലെ തന്നെ love ചെയ്യുന്നു, light ആണ്, hold ചെയ്യാൻ comfortable ആണ്, especially bed ൽ"
<E2M> If you want a tablet to use on a daily basis for facebook or do online purchases you couldn't ask for a better tablet.,facebook daily use ചെയ്യാനോ online purchases ചെയ്യാനോ tablet വേണ്ടെങ്കിൽ ഇതിലും better tablet ചോദിക്കാൻ കഴിയില്ല.
"<M2E> Love these, great cable cutter. Remote ൽ little glitch ഉണ്ടെങ്കിലും really good product ആണ്","Love these, great cable cutter. A little glitchy on the remote but really good product"
<M2E> very little setup ഒപ്പം device works as advertised.,The device works as advertised with very little set up.
<E2M> Love this!!!!It is kidproof...I have a active 1 year old grandson who enjoy it very much!!!,"love this, kidproof ആണ്, active 1 year old grandson enjoy ചെയ്യുന്നു"
"<E2M> I was worried that my son wasnt going to like the software, but he's having lots of fun with it","എന്റെ son software ഇഷ്ടപ്പെടില്ലെന്ന് കരുതി, പക്ഷേ അവൻ lots of fun അനുഭവിക്കുന്നു"
"<M2E> ഈ tablet wonders ചെയ്യുന്നു, great price, എന്റെ grandchildren love ചെയ്യുന്നു. granddaughter books download ചെയ്യാൻ ഇഷ്ടപ്പെടുന്നു, grandsons games enjoy ചെയ്യുന്നു.",This tablet works wonders great price my grandchildren love it . My granddaughter love downloading books my grandsons enjoy the games.
"<M2E> fancy അല്ല, പക്ഷേ purpose ന് works well, good quality tablet ആണ്.",Works well for the purpose it was used for not fancy but good quality tablet
<E2M> No wife loves reading books on it. It's a good size,എന്റെ wife ഇതിൽ books read ചെയ്യുന്നത് ഇഷ്ടപ്പെടുന്നില്ല. പക്ഷേ size good ആണ്.
<E2M> Easy to figure out and used it extensively on my vacation.,figure out ചെയ്യാൻ easy ആണ് vacation ൽ extensively use ചെയ്തു
<E2M> This is as much fun as I expected it to be. Love that I can play music and change songs hands free while cooking.,expected പോലെ തന്നെ fun ആണ്. cooking സമയത്ത് hands free ആയി music play change ചെയ്യാം.
"<M2E> nice item ആണ്, lots of fun ഉണ്ട് hahaha",Great Item...lots of fun .HAHAHAHAHAHAHHAHAHAHAHAHAHAHHAHA
<E2M> I really like the way my account gets point for how cool the purchase was!,എന്റെ account purchase ന് points ലഭിക്കുന്ന വിധം really like ചെയ്യുന്നു
<E2M> This tablet is quick and as good as my iPad! I use the tablet specifically for one aspect of my life and it performs great! I am pleasantly surprised by its performance!,"ഈ tablet iPad പോലെ fast ആണ്, great performance ആണ്, ഞാൻ pleasantly surprised ആണ്"
<E2M> Can't believe I waited so long to get a real e-reader. So easy to read from.,real e-reader കിട്ടാൻ ഇത്ര wait ചെയ്തതിൽ വിശ്വസിക്കാൻ പറ്റുന്നില്ല easy to read ആണ്
"<M2E> എന്റെ daughter ന് അവളുടെ tablet ഇഷ്ടമാണ്. easy to use ആണ്, battery longer ആണ്.","My daughter love her tablet. And is easy to use, and the battery last longer.."
"<M2E> Echo ease of use കൊണ്ട് very pleased ആണ്, easy setup ആണ്, Spotify listen great ആണ്.",I have been very pleased with the ease of use of my Echo. Easy set up. Great to listen to Spotify on.
"<M2E> അവൾ grocery list ൽ items add ചെയ്യാം, to do list ൽ tasks assign ചെയ്യാം, jokes facts books music എല്ലാം handle ചെയ്യാം","She can put items you need onto your grocery list. You can asss things to your to do list. She can tell jokes, facts, read books, find music, and more"
<E2M> I bought this tablet for it's inexpensive price and quality. it's meant to be a portal to be able to purchase more products from Amazon and services but it really is a high-quality product.,"ഈ tablet inexpensive price, quality കാരണം വാങ്ങി. Amazon products, services വാങ്ങാൻ portal ആയി ഉദ്ദേശിച്ചെങ്കിലും ഇത് high quality product ആണ്"
"<M2E> setup originally plan ചെയ്തതിലും simpler ആയിരുന്നു, non smart TV ൽ install easy ആയിരുന്നു",Setup was much simpler than originally planned and easy to install on non-smart tv
<M2E> handicapped parents ന് lights control ചെയ്യാനും questions answer ചെയ്യാനും reminders timers എല്ലാം very useful ആണ്.,"Super useful for my handicapped parents to control lights, answer questions, reminders, and timers!"
<M2E> Black Friday deal ൽ $59.99 ന് വാങ്ങി good buy. Not iPad quality but for the price great for watching prime videos and apps would purchase again,Purchased on black Friday deal for $59.99. Good buy! Not iPad quality but a fraction of the price and nice for watching prime videos and normal apps. Would purchase at standard price also as a fun extra tablet.
"<M2E> ഇത് very nice addition ആണ്, whole family use ചെയ്യാനും enjoy ചെയ്യാനും കഴിയുന്നു.","This has been a very nice addition, it allows the whole family to use and enjoy it."
<E2M> I got this tablet on thanksgiving night sales for my 7 year grandson he loves it,Thanksgiving sales ൽ grandson നായി വാങ്ങി അവൻ love ചെയ്യുന്നു
"<M2E> what it does ന് ഇത് great ആണ്, good alternative ആണ്.",For what it does it's great for me a good alternative
"<M2E> Kids enjoy ചെയ്യാനും play ചെയ്യാനും good tablet ആണ്, പക്ഷേ big tasks ചെയ്യാൻ ഇത് suitable അല്ല.",Good tablet for kids to enjoy and play with not if you are trying to do something big on it
<E2M> Watching lots of shows without any issues. Easy to setup,"shows watch ചെയ്യാൻ issues ഇല്ല, setup easy ആണ്."
"<E2M> Good tablet for simple use like reading books, music and simple tasks.","simple use നായി good tablet ആണ്, books reading, music, simple tasks ചെയ്യാം"
<M2E> cable satellite TV ന് great alternative ആണ്,It's a great alternative to cable and satellite tv...
<E2M> The best streamer for the money and for beginners. I love my Amazon box.,"money ന് best streamer ആണ്, beginners ന് great ആണ്, Amazon box love ചെയ്യുന്നു"
"<M2E> wife Facebook use ചെയ്യുമ്പോൾ computer നിന്ന് മാറ്റാൻ വാങ്ങി, worked.",bought this for my wife to keep her off my computer when on facebook. worked:)
<E2M> My grandson takes it on trips and he loves it. It's easy to use.,"grandson trips ൽ കൊണ്ടുപോകുന്നു, അവൻ love ചെയ്യുന്നു, easy to use ആണ്."
"<M2E> mother in law വേണ്ടി വാങ്ങി, അവൾ love ചെയ്യുന്നു, eyes friendly user friendly ആണ്.",Got this for my mother in law and she loves it. It's easy on your eyes and it is very user friendly.
"<M2E> എന്റെ husband birthday ന് വാങ്ങി, പക്ഷേ ഞാൻ ആണ് കൂടുതൽ use ചെയ്യുന്നത്. Spotify ന് pair ചെയ്തു, Alexa യോട് song ചോദിച്ചാൽ play ചെയ്യും. daily news, weather ലഭിക്കുന്നു, Amazon ൽ shop ചെയ്യാം, awesome ആണ്","My husband got one for his birthday and I'm the one that uses it the most, I have it paired to my spotify and I just ask Alexa for a song and she plays it for me. I get daily news, weather and I can shop on Amazon. Its awesome"
"<E2M> I purchased this simply for reading kindle books. I was able to get it with a reward certificate for $40. It's biggest issue is glare, more so in the sunlight. I bought an anti-glare screen protector and it made a huge difference, but it is still difficult to read in the sun. I'm still very happy with the product.","Kindle books read ചെയ്യാൻ വാങ്ങി, $40 reward certificate കൊണ്ട് കിട്ടി. glare sunlight ൽ issue ആണ്. anti glare protector help ചെയ്തു, പക്ഷേ still sun ൽ read ചെയ്യാൻ hard ആണ്, എങ്കിലും product ന് happy ആണ്."
"<E2M> It's ok, I didn't know that I would have to pay for movies","ok ആണ്, movies ന് pay ചെയ്യണം എന്ന് അറിയില്ലായിരുന്നു"
"<E2M> Bought this item for my grandson and now we both used it. Bright screen, good wifi connection and memory expandable.","grandson ന് വാങ്ങി, ഇപ്പോൾ രണ്ടുപേരും use ചെയ്യുന്നു. bright screen good wifi connection expandable memory ഉണ്ട്"
"<M2E> cool product ആണ്, Amazon നല്ല ജോലി ചെയ്തു, audio quality great ആണ്, Philips Hue integration ഇഷ്ടപ്പെട്ടു",Cool product. Amazon does a cool job with it. Great audio quality and like the Philips Hue integration.
<E2M> I have other kindle and got this just so everyone has access to all of our prime membership features. And so they would leave my kindle HD alone.lol. Easy setup and straightforward intuitive to use.,"മറ്റൊരു Kindle ഉണ്ട്, എല്ലാവർക്കും Prime features access ലഭിക്കാൻ ഇത് വാങ്ങി. setup easy ആണ്, use intuitive ആണ്."
<M2E> basic use ന് good tablet ആണ്. travel ന് great ആണ്,Good tablet for basic use. It is great for traveling.
<E2M> Simple tablet for beginners. Has everything you neef.,"beginners ന് simple tablet ആണ്, എല്ലാം you need ഉണ്ട്"
<E2M> This is as good as my my Ipod! I would recommend it,ഇത് എന്റെ iPod പോലെ good ആണ്. ഞാൻ recommend ചെയ്യും
"<E2M> It has a delayed response. i can't access my email accounts unless I give Amazon access to control everything. I can't put my apps on my opening page. Amazon uses the Washington Post, I prefer the NYT. So far not a fan.","delayed response ഉണ്ട്. Amazon full access കൊടുക്കാതെ email access ചെയ്യാൻ കഴിയില്ല. apps opening page ൽ ഇടാൻ കഴിയില്ല. Washington Post ഉപയോഗിക്കുന്നു, ഞാൻ NYT prefer ചെയ്യുന്നു, so far fan അല്ല."
<M2E> great size fast ആണ് price ന് you can't go wrong,Great size fast . For the price you can't go wrong
"<E2M> Must have!!! Movies, sports, and much more at the click of a button (you must have wifi to use)","must have ആണ്, movies sports എല്ലാം button click ൽ, wifi വേണം"
"<E2M> Could not be happier with this purchase. The voice activated command button on the remote works fantastic. If you do not have a smart TV, highly recommend this device. It buffers for maybe 5 seconds to start a show and then displays perfectly.","purchase ന് വളരെ happy ആണ്, remote voice command great ആണ്. smart TV ഇല്ലെങ്കിൽ recommend ചെയ്യുന്നു, 5 seconds buffer ശേഷം perfect play ചെയ്യും."
<E2M> Pretty good Will recommend it to friends and family,"pretty good ആണ്, friends family ന് recommend ചെയ്യും."
<E2M> I own a kindle fire hd 1st gen. No issues still to this day. Battery is still like new after 3 + years of use. I bought this new Kindle for a gift and its been running great with no issues. Bought myself a samsung tab 4. Junk. This kindle even boots faster than the tab 4. Touch screen much better than the tab 4.,"എനിക്ക് Kindle fire hd 1st gen ഉണ്ട്, ഇന്നും issues ഒന്നുമില്ല. 3+ years ഉപയോഗത്തിന് ശേഷം battery still like new ആണ്. ഈ new Kindle gift നായി വാങ്ങി, issues ഇല്ലാതെ great ആയി run ചെയ്യുന്നു. ഞാൻ samsung tab 4 വാങ്ങി, junk ആണ്. ഈ Kindle tab 4 നെക്കാൾ faster boot ചെയ്യുന്നു, touch screen പോലും better ആണ്"
"<M2E> Phillips Hue lighting control ചെയ്യുന്നത് love ചെയ്യുന്നു, music on demand awesome ആണ്.","I love controlling my Phillips Hue lighting, and the music on demand is awsome."
<E2M> Always read paperback books so I didn't know if I would like this but I do alot,"ഞാൻ always paperback books വായിച്ചിരുന്നു, ഇത് ഇഷ്ടപ്പെടുമോ എന്ന് അറിയില്ലായിരുന്നു, പക്ഷേ ഇപ്പോൾ ഇഷ്ടപ്പെടുന്നു."
<M2E> overall Echo fun product ആണ്. music listen weather check jokes ചോദിക്കാൻ use ചെയ്യുന്നു. പിന്നീട് wifi thermostat connect ചെയ്യാൻ plan ഉണ്ട്,"Overall the Echo is a fun product to own. We typically use it for listening to music, finding out about the weather forecast, or having her tell corny jokes. Eventually we'll start linking it to wifi thermostats, but that hasn't happened yet."
<E2M> This workshould so much better then the firend stick.,ഈ work Fire stick നെക്കാൾ much better ആയിരിക്കണം
"<E2M> Great price. My kids (5 years old) love it, they can download games and browse the web without a problem.","great price ആണ്, kids love ചെയ്യുന്നു, games download web browse easy ആണ്."
"<E2M> This item is fair in price, and a great quality for my children! Keeps them busy while I take care of our home business.","price fair ആണ്, kids ന് great quality ആണ്, busy ആക്കുന്നു."
"<M2E> ഇത് gift ആയിരുന്നു, അവർ tablet love ചെയ്യുന്നു. great price ആണ്, works awesome ആണ്",Was a gift and they love the tablet! Its a great price and works awesome!
"<M2E> travel ചെയ്യുമ്പോൾ kids ഇത് use ചെയ്യുന്നു, games play ചെയ്യാനും movies കാണാനും books read ചെയ്യാനും അവർ love ചെയ്യുന്നു, ഞങ്ങൾ ഇവയെ love ചെയ്യുന്നു.","My kids use this when we travel and they absolutely love it to be able to play games, watch movies or just read books. We love these!"
<E2M> Would give 5 stars but THE ADDS!!!!!! Just as functional as my iPad,"5 stars കൊടുക്കുമായിരുന്നു, പക്ഷേ ads ഉണ്ട്, iPad പോലെ functional ആണ്."
<E2M> Bought it specifically for Sling TV and it streams Extremely well on all apps including Hulu and Netflix. It took the place of my PlayStation 3 for video streaming and has been a pleasant improvement with much less buffering and almost no load times .,"Sling TV വേണ്ടി specifically വാങ്ങി, Hulu Netflix ഉൾപ്പെടെ എല്ലാ apps ൽ extremely well stream ചെയ്യുന്നു. PlayStation 3 ന് പകരമായി video streaming ന് ഉപയോഗിക്കുന്നു, buffering കുറവ് load time ഇല്ല, pleasant improvement ആണ്"
"<E2M> The price for this tablet is not the only great selling point. The free year of amazon free time is perfect for my son. There are tons of games, books, and videos in this service. My favorite feature is how we can set time limits on screen time. We can even set it to require an amount of learning app or book time per day before access to games is allowed. Great choice for kids.","this tablet price മാത്രമല്ല great, Amazon FreeTime free year son ന് perfect ആണ്. games books videos plenty ഉണ്ട്. screen time limit set ചെയ്യാം, learning requirement set ചെയ്യാം. kids ന് great choice ആണ്."
"<M2E> voice commands ഉപയോഗിച്ച് Spotify play ചെയ്യാനും weather updates, timers set ചെയ്യാനും ഇഷ്ടമാണ്. SmartThings hub connect ചെയ്തു, condo lights voice വഴി control ചെയ്യാൻ കഴിയുന്നില്ല.","Love being able to use voice commands to play spotify, get weather updates, set timers, etc. I also connected it to my Smart Things hub so I can not control the lights in my condo via voice."
"<E2M> If looking to get an all in one box, this one works great!",all in one box വേണ്ടിയാണെങ്കിൽ ഇത് works great!
"<E2M> This is a fully functional tablet for under $1000. Yes it is slow, yes it works. For my child it is fine. If you are looking for something to be fast, slick, improve your productivity - you will need to spend more money.","$1000 ന് താഴെ fully functional tablet ആണ്, yes slow ആണ്, yes works ആണ്, child ന് fine ആണ്, fast slick productivity device വേണമെങ്കിൽ കൂടുതൽ spend വേണം"
<E2M> A week after my purchase this item went on sale. I think best buy should refund he difference without me having to drive 45 minutes 1 way to return and repurchase as the store advised when I call them . it's not like you don't have my credit card information.,"എന്റെ purchase കഴിഞ്ഞ് ഒരു week കഴിഞ്ഞപ്പോൾ ഇത് sale ൽ പോയി. Best Buy difference refund ചെയ്യണം എന്നതാണ് എന്റെ thought, 45 minutes drive ചെയ്ത് return repurchase ചെയ്യാതെ. നിങ്ങൾക്ക് എന്റെ credit card information already ഉണ്ട്"
<E2M> Love the kindle products. I bought the original kindle years ago so this is a nice upgrade.,"Kindle products love ചെയ്യുന്നു, original Kindle ശേഷം good upgrade ആണ്."
<M2E> tablet എന്റെ 2 year old son നായി ആണ് great learning games ഉണ്ട് reading പഠിക്കുന്നു,Tablet is for my 2 year old son and it has great learning game so for him! He's learning to read and so much more!
<M2E> 4 and 3 year old granddaughters ന് വാങ്ങി അവർ car ൽ videos കാണാനും travel ൽ use ചെയ്യുന്നു,I purchased this for my two granddaughters they are 4 and 3 they use it to watch videos while in the car and for travelling..
"<M2E> SIRI എന്ന് പറയാൻ ഒന്നുമില്ല, ALEXA ആണ് ഇപ്പോൾ എന്റെ go to AI.",SIRI who is all I have to say. ALEXA is now my go to AI
<E2M> I love the Echo...I have two of the regular echo's and two of the dots in my house...I love what they provide for our home.,ഞാൻ Echo love ചെയ്യുന്നു എന്റെ വീട്ടിൽ two echo and two dots ഉണ്ട് home ന് നൽകുന്ന value ഇഷ്ടമാണ്
"<M2E> speaker voice quality terrible ആണ്, similar size ഉള്ള എന്റെ logitech UE BOOM നെ compare ചെയ്താൽ. price വളരെ high ആണ്, promotion ൽ $79 ന് കിട്ടിയാലും.","the speaker voice quality is terrible compare the similar size my logitech UE BOOM.the price is too high, even I got on promotion with $79"
<M2E> Amazon users നോട് പ്രത്യേകിച്ച് Prime accounts ഉള്ളവർക്ക് flawlessly work ചെയ്യുന്നു,Works flawlessly with amazon users especially those with prime accounts.
<E2M> It has a bunch of cool features that other similar wireless speakers do not have.,similar wireless speakers ന് ഇല്ലാത്ത നിരവധി cool features ഇതിന് ഉണ്ട്
"<M2E> price ന് nice tablet ആണ്. son birthday ന് വാങ്ങി. brother in law ന് 2 ഉണ്ട്, works great ആണ്. kids ന് good",Nice tablet for the price. Got it for my son Birthday. Hasn't opened it yet but my brother in law has 2 and it works great. Great tablet for kids just in case they break it
<E2M> Slow and has issues recognizing the sd card. I have enjoyed it however.,slow ആണ് കൂടാതെ sd card recognize ചെയ്യുന്നതിൽ issues ഉണ്ട്. എങ്കിലും ഞാൻ ഇത് enjoy ചെയ്തു
<E2M> Bought this Kindle for my teenage daughter and she absolutely loves it! She is able to read outside in the sunshine and at night in the dark. Very easy to navigate.,"teenage daughter നു Kindle വാങ്ങി, she absolutely loves it. sunlight, dark രണ്ടിലും വായിക്കാൻ കഴിയും, easy navigation."
"<M2E> Price low ആണ്, പക്ഷേ OS lacking ആണ്, decent charger ഇല്ല. Battery refill ചെയ്യാൻ overnight charge ചെയ്യണം.","Price is low, but OS is lacking unlike other brands it doesnt come with a decent charger. To refill battery you have to charge it overnight."
"<M2E> excellent device ആണ്, screen impressive ആണ്, purchase സന്തോഷം, books വായിക്കാൻ wait ചെയ്യുന്നു","Excellent device. Screen is impressive. Happy with this purchase, and looking forward to reading many books on it!"
"<E2M> I have 90 books in my hand at all times, and will be adding more. I can read anywhere, light or dark and don't even need glasses. It was simple to put 30 books on the kindle in minutes. Wishing I had gotten one years ago. My Dad even wants one! I love my Kindle paperwhite!!!","എന്റെ കൈയിൽ 90 books ഉണ്ട്, കൂടുതൽ add ചെയ്യും. light dark എല്ലായിടത്തും read ചെയ്യാം, glasses വേണ്ട. minutes ൽ 30 books Kindle ൽ add ചെയ്യാൻ easy ആയിരുന്നു. years മുമ്പ് വാങ്ങിയിരുന്നെങ്കിൽ എന്ന് wish. Dad നും ഒന്ന് വേണം. Kindle Paperwhite love ചെയ്യുന്നു."
"<M2E> Christmas ന് wife ന് വാങ്ങി, use ചെയ്യും എന്ന് unsure ആയിരുന്നു, great gift ആയി മാറി, email Facebook books എല്ലാം perfect ആണ്, battery life good ആണ്, sharp picture ഉണ്ട്","Got this for my wife for Christmas, wasn't sure she would use it. Turned out to be a great gift. Perfect for email, facebook with the Kids, get's her bookclub book delivered instantly from Amazon. And good battery life with a sharp picture."
"<M2E> Fire TV setup വളരെ easy ആണ്, favorite streaming services ഉം additional apps ഉം access നൽകുന്നു.","Fire TV set up couldn't be easier, gives us access to all out favortie streaming services plus additional apps"
<E2M> We bought this tablet for our son in college and he loves it.,"ഞങ്ങൾ college ൽ പഠിക്കുന്ന നമ്മുടെ son വേണ്ടി ഈ tablet വാങ്ങി, അവൻ അത് love ചെയ്യുന്നു."
"<M2E> 12 year old കുട്ടിക്ക് tablet good ആണ്, Christmas ന് എന്റെ niece ന് വാങ്ങി, അവൾക്ക് വേണ്ടത് എല്ലാം ഇത് ചെയ്യും, അതായത് games play ചെയ്യാനും books വായിക്കാനും. Amazon കുറച്ച് annoying ആണ്, ചില movies download ചെയ്യാൻ അവൾക്ക് issue ഉണ്ടായിരുന്നു, കാരണം അത് compatible അല്ല","The tablet is good for a 12 year old, i got it for my niece for Christmas and it will do what she wants,which is to play games and read books. Amazon is a little annoying because she had a hard time downloading some of the movies, because it wasn't ""compatible"", which is dumb since its their tablet and their site she was getting them from."
"<M2E> tech love ചെയ്യുന്നവർക്ക് Amazon Echo great speaker ആണ്, weather info എല്ലാം നൽകും",Amazon echo is a great speaker if you love techy things! It tells you the weather and whatever else you would like to do!
"<E2M> Works well; no issues with reboots or system hangs.. Good size - not too big and not too small. Screen is good for reading. Battery life is good, I've bought a few books from Amazon but mostly side-loaded books from the library onto a 32 GB micro sd card.","well works ചെയ്യുന്നു, reboots അല്ലെങ്കിൽ system hangs ഇല്ല. good size ആണ്, too big അല്ല too small അല്ല. screen reading ന് good ആണ്. battery life good ആണ്, ചില books Amazon ൽ നിന്ന് വാങ്ങി, പക്ഷേ library ൽ നിന്ന് 32 GB micro sd card ലേക്ക് side load ചെയ്തതാണ്"
<M2E> airplanes ൽ Kindle ഉപയോഗിക്കുന്നത് really enjoy ചെയ്തു. overhead light ഇല്ലാതെ വായിക്കാം,I really have enjoyed using my Kindle on airplanes. I can read without turning the overhead light on.
"<E2M> This was a graduation gift to my son, who is going to the 6th grade! He loves it, and so do I! He had a Samsung galaxy Tab and he loves the speed of the Kindle tablet!","എന്റെ son ന് 6th grade graduation gift ആയി നൽകി. അവൻ love ചെയ്യുന്നു, ഞാനും. Samsung Galaxy Tab ഉണ്ടായിരുന്നെങ്കിലും Kindle tablet speed അവൻ ഇഷ്ടപ്പെടുന്നു."
<E2M> Gave this as a Christmas gift to my uncle because he has been given other tablets that did perform as they advertised. I have asked him several time if he is still enjoying the Fire and his answer has always been yes. I also purchased one for myself as well and it has continued to perform as well as it did on the first day I started it up. It is also a great tablet for someone who is a first time user of this type of technology. I would purchase another one should the need arise without giving it a second thought.,uncleക്ക് Christmas gift ആയി കൊടുത്തു മറ്റു tablets പോലെ അല്ല ഇത് perform ചെയ്യുന്നു. ഞാൻ എന്റെക്കും വാങ്ങി still great performance. first time usersക്ക് great tablet ആണ് വീണ്ടും വാങ്ങും
"<M2E> Amazon devices ഓരോ release ലും better ആകുന്നു. original Kindle Fire ഉണ്ടായിരുന്നെങ്കിലും iPad replacement അല്ല, പക്ഷേ അതിന്റെ use ൽ best ആണ്. perfect starter tablet ആണ്, kids ന് suitable ആണ്. price കൊണ്ട് drops കുറിച്ച് worry വേണ്ട, interface easy ആണ്.","Amazon's devices get better and better each release. I've had the original Kindle fire and it's in no way an Apple iPad replacement, but what it does it does better than anyone. It's a perfect starter tablet and perfect for a child. The price keeps you from worrying about drops and the interface is easy to use."
<E2M> Great phones for my sons that are 13 and my 8 year old lives his kindle,"13 വയസ്സുള്ള sons നു great phones, 8 year old Kindle love ചെയ്യുന്നു."
"<M2E> screen glare free ആണ്, ഏത് light ലും easy to read ആണ്. ഈ Kindle എനിക്ക് love ആണ്.",The screen is glare free and easy to read in any light. I love this Kindle
