index,manglish,eng,mal,gpt5_fewshot
578,continuous music play ചെയ്യുന്നത് love ചെയ്യുന്നു. dining roomക്ക് echo master bathക്ക് dot വാങ്ങി. love love love them. shopping list പോലും ഇനി forget ചെയ്യുന്നില്ല,"I love having music playing constantly. I bought the echo for the dining room and the dot for my master bath! ! Love love love them. Also i haven't made a shopping list since I've had them and haven't forgotten random ""stuff"" i need.","തുടർച്ചയായി സംഗീതം പ്ലേ ചെയ്യുന്നത് എനിക്ക് ഇഷ്ടമാണ്. ഞാൻ ഡൈനിംഗ് റൂമിന് എക്കോയും എന്റെ മാസ്റ്റർ ബാത്തിന് ഡോട്ടും വാങ്ങി! ! സ്നേഹം അവരെ സ്നേഹിക്കുക. കൂടാതെ, ഞാൻ ഷോപ്പിംഗ് ലിസ്റ്റ് ഉണ്ടാക്കിയിട്ടില്ല, മാത്രമല്ല എനിക്ക് ആവശ്യമുള്ള ക്രമരഹിതമായ ""സാധനങ്ങൾ"" മറന്നിട്ടില്ല.",I love continuous music playback. I bought an Echo for the dining room and a Dot for the master bath. I love them. I do not forget my shopping list anymore.
579,"ഈ item ഞാൻ ignore ചെയ്തിരുന്നു, ഇപ്പോൾ Nest thermostat ഉള്ളതിനാൽ best friend ആയി",I slept on this item. Now that I have a Nest thermostat it is my new best friend.,"ഞാൻ ഈ ഇനത്തിൽ ഉറങ്ങി. ഇപ്പോൾ എനിക്ക് ഒരു നെസ്റ്റ് തെർമോസ്റ്റാറ്റ് ഉണ്ട്, അത് എന്റെ പുതിയ ഉറ്റ സുഹൃത്താണ്.","I used to ignore this item, but now with a Nest thermostat, it has become my best friend."
580,one of best purchases ആണ്. ഏതൊരു man cave ന് must ആണ്,One of best purchases. This is a must for any man cave.,മികച്ച വാങ്ങലുകളിൽ ഒന്ന്. ഏതൊരു മനുഷ്യ ഗുഹയിലും ഇത് നിർബന്ധമാണ്.,It is one of the best purchases. A must for any man cave.
581,"light internet browsing, email, videos, e books reading നായി very nice ആണ്. library ൽ നിന്ന് free books ലഭിക്കും. good browser, good battery, fast charge. comfy chair ൽ read ചെയ്യുന്നത് relaxing ആണ്, minimal price ന് hours of enjoyment ലഭിച്ചു","Very nice for light internet browsing, keeping on top of email, viewing videos, and reading e books, which I like to get free from the library. Good browser, good battery power, fast charge. Very relaxing to sit in a comfy chair and read or browse. Has given me hours of enjoyment and information for a minimal price.","ലൈറ്റ് ഇൻറർനെറ്റ് ബ്രൗസിംഗിനും ഇമെയിലിന്റെ മുകളിൽ സൂക്ഷിക്കുന്നതിനും വീഡിയോകൾ കാണുന്നതിനും ഇ-ബുക്കുകൾ വായിക്കുന്നതിനും ലൈബ്രറിയിൽ നിന്ന് സൗജന്യമായി ലഭിക്കാൻ ഞാൻ ഇഷ്ടപ്പെടുന്നു. നല്ല ബ്രൗസർ, നല്ല ബാറ്ററി പവർ, ഫാസ്റ്റ് ചാർജ്. സുഖപ്രദമായ ഒരു കസേരയിൽ ഇരുന്നു വായിക്കുകയോ ബ്രൗസ് ചെയ്യുകയോ ചെയ്യുന്നത് വളരെ ആശ്വാസകരമാണ്. കുറഞ്ഞ വിലയ്ക്ക് എനിക്ക് മണിക്കൂറുകളോളം ആസ്വാദനവും വിവരവും നൽകി.","It is very nice for light internet browsing, email, videos, and ebook reading. You can get free books from the library. It has a good browser, good battery, and fast charging. Reading in a comfy chair is relaxing, and I got hours of enjoyment for a minimal price."
582,"ഇത് portable ആക്കാൻ small ആണ്, Stick നെക്കാൾ വളരെ faster ആണ്.","Small enough to make it portable, a lot faster then the Stick.","ഇത് പോർട്ടബിൾ ആക്കാവുന്നത്ര ചെറുതാണ്, സ്റ്റിക്കിനെക്കാൾ വളരെ വേഗത്തിൽ.",It is small to make it portable and much faster than the Stick.
583,"ഞങ്ങൾ ചോദിക്കുന്നതെല്ലാം play ചെയ്യുന്നു, Alexa എല്ലാ music അറിയുന്നു.",Plays everything we ask. Alexa knows all the music we ask.,നമ്മൾ ചോദിക്കുന്നതെല്ലാം കളിക്കുന്നു. നമ്മൾ ചോദിക്കുന്ന എല്ലാ സംഗീതവും അലക്‌സയ്ക്ക് അറിയാം.,It plays whatever we ask. Alexa knows all music.
584,very powerful box great for streaming 4K look beautiful,"Very power full box, great for streaming 4K look beautiful.","വളരെ പവർ ഫുൾ ബോക്‌സ്, സ്ട്രീമിംഗ് 4K ലുക്ക് മനോഹരം.","It is a very powerful box, great for streaming. 4K looks beautiful."
585,"my son ന് വാങ്ങി, best thing ആണ്",I purchased this for my son and its the best thing I bought.,"ഞാൻ ഇത് എന്റെ മകന് വേണ്ടി വാങ്ങി, ഞാൻ വാങ്ങിയ ഏറ്റവും മികച്ചത് ഇതാണ്.",Bought it for my son. It is the best thing.
586,ഇത് mother ന് gift ആയി വാങ്ങി. അവൾ absolutely love ചെയ്യുന്നു. easy to set up use ചെയ്യാനും easy ആണ്. price right ആയിരുന്നു.,Bought this as a gift for my mother. She absolutely loves it. Easy to set up and use. and the price was right.,ഇത് അമ്മയ്ക്ക് സമ്മാനമായി വാങ്ങി. അവൾ അത് തികച്ചും ഇഷ്ടപ്പെടുന്നു. സജ്ജീകരിക്കാനും ഉപയോഗിക്കാനും എളുപ്പമാണ്. വില ശരിയായിരുന്നു.,Bought this as a gift for my mother. She absolutely loves it. It is easy to set up and easy to use. The price was right.
587,"great product ആണ്, anyone ന് recommend ചെയ്യും, Best Buy staff love ചെയ്യുന്നു",Great product - would recommend to anyone. Love Best Buy and their experienced staff.,മികച്ച ഉൽപ്പന്നം - ആർക്കും ശുപാർശ ചെയ്യും. ബെസ്റ്റ് ബൈയെയും അവരുടെ പരിചയസമ്പന്നരായ സ്റ്റാഫിനെയും സ്നേഹിക്കുക.,It is a great product. I recommend it to anyone. Best Buy staff love it.
588,"എന്റെ kids നു easy ആണ്, 8, 11 വയസ്സുകാർ night time reading നു Kindle use ചെയ്യുന്നു.",easy for my kids - 8 and 11 to use the kindle for night time reading,എന്റെ കുട്ടികൾക്ക് എളുപ്പമാണ് - 8 ഉം 11 ഉം രാത്രി വായനയ്ക്കായി കിൻഡിൽ ഉപയോഗിക്കാൻ,It is easy for my kids. My 8 and 11-year-olds use Kindle for night-time reading.
589,"വർഷങ്ങളായി Kindle use ചെയ്തു, പക്ഷേ night ൽ light വേണം എന്നത് issue ആയിരുന്നു. Kindle Paperwhite built in backlight കൊണ്ട് dream ആണ്. night ൽ മാത്രമല്ല, daylight ൽ പോലും easy ആണ്. size convenient ആണ്, font change options great ആണ്","I enjoyed my kindle for years, but was a bit frustrated by needing a light on at night. Kindle paperwhite is a dream with its built in backlight. Not only can I read at night, but it is easier to read in daylight if the light is dim. The convenient size, ability to change fonts, font size and light intensity are super features!","വർഷങ്ങളോളം ഞാൻ എന്റെ കിൻഡിൽ ആസ്വദിച്ചു, പക്ഷേ രാത്രിയിൽ ഒരു ലൈറ്റ് ആവശ്യമായതിനാൽ അൽപ്പം നിരാശനായിരുന്നു. കിൻഡിൽ പേപ്പർ വൈറ്റ് ബാക്ക്ലൈറ്റിൽ നിർമ്മിച്ച ഒരു സ്വപ്നമാണ്. രാത്രിയിൽ വായിക്കാൻ മാത്രമല്ല, വെളിച്ചം കുറവാണെങ്കിൽ പകൽ വെളിച്ചത്തിൽ വായിക്കാനും എളുപ്പമാണ്. സൗകര്യപ്രദമായ വലുപ്പം, ഫോണ്ടുകൾ മാറ്റാനുള്ള കഴിവ്, ഫോണ്ട് വലുപ്പം, പ്രകാശ തീവ്രത എന്നിവ സൂപ്പർ ഫീച്ചറുകളാണ്!","I have used Kindle for years, but needing light at night was an issue. Kindle Paperwhite with built-in backlight is a dream. It is easy not only at night but also in daylight. The size is convenient and font change options are great."
590,"overall ഞാൻ little skeptical ആയിരുന്നു, കാരണം ഇത് ഞാൻ wanted product ആയിരുന്നില്ല. പക്ഷേ ഇത് amazing ആണ്.","Overall I was a little skeptical because this wasn't the product I wanted. Turns out, it's amazing!","മൊത്തത്തിൽ എനിക്ക് അൽപ്പം സംശയമുണ്ടായിരുന്നു, കാരണം ഇത് ഞാൻ ആഗ്രഹിച്ച ഉൽപ്പന്നമായിരുന്നില്ല. ഇത് അതിശയകരമാണ്!","Overall I was a little skeptical because it was not the product I wanted, but it is amazing."
591,"Amazon Fire money ന് great value ആണ്, $50 ന് many functions ഉണ്ട്.",The amazon fire is a great value for the money. Lots of functionality for under $50.,ആമസോൺ ഫയർ പണത്തിന് വലിയ മൂല്യമാണ്. $50-ന് താഴെയുള്ള നിരവധി പ്രവർത്തനങ്ങൾ.,Amazon Fire is great value for money. It has many functions for $50.
592,"ഇതൊരു great piece of technology ആണ്, 4K video output ഉണ്ട്, Apple TV നു ഉള്ള എല്ലാ apps ഈ box ലും available ആണ്.","This is a great piece of technology, it has 4K video output and all apps for Apple TV are available also for this box.","ഇതൊരു മികച്ച സാങ്കേതിക വിദ്യയാണ്, ഇതിന് 4K വീഡിയോ ഔട്ട്‌പുട്ട് ഉണ്ട്, ആപ്പിൾ ടിവിക്കുള്ള എല്ലാ ആപ്പുകളും ഈ ബോക്സിലും ലഭ്യമാണ്.",It is a great piece of technology. It has 4K video output and all apps available on Apple TV are also available on this box.
593,"Kids edition gift ആയി വാങ്ങി, എനിക്കായി ഇതും വാങ്ങി. price great ആണ്, ഇത് third Kindle ആണ്",I purchased Kids edition for a gift and got this one for myself. The price was great. This is my third Kindle.,"ഞാൻ ഒരു സമ്മാനത്തിനായി കിഡ്‌സ് എഡിഷൻ വാങ്ങി, ഇത് എനിക്കായി ലഭിച്ചു. വില വളരെ വലുതായിരുന്നു. ഇത് എന്റെ മൂന്നാമത്തെ കിൻഡിൽ ആണ്.",Bought the Kids edition as a gift and also bought one for myself. The price is great and this is my third Kindle.
594,"എനിക്ക് ഈ e-reader വളരെ love ആണ്. background lighting ഉള്ളതിനാൽ ഇത് even better ആണ്, അതിനാൽ നിങ്ങൾക്ക് dark areas ൽ use ചെയ്യാം.",I love this e-reader! It's even better as it has the background lighting so you can use it in dark areas,"എനിക്ക് ഈ ഇ-റീഡർ ഇഷ്ടമാണ്! പശ്ചാത്തല ലൈറ്റിംഗ് ഉള്ളതിനാൽ ഇത് കൂടുതൽ മികച്ചതാണ്, അതിനാൽ നിങ്ങൾക്ക് ഇത് ഇരുണ്ട സ്ഥലങ്ങളിൽ ഉപയോഗിക്കാം","I love this e-reader very much. With background lighting, it is even better, so you can use it in dark areas."
595,"easy to hook up use ആണ്, great sound ഉണ്ട്, daily പല രീതിയിൽ use ചെയ്യുന്നു",Easy to hook up and use. Great sound. I use this device in many ways every day!,ഹുക്ക് അപ്പ് ചെയ്യാനും ഉപയോഗിക്കാനും എളുപ്പമാണ്. വലിയ ശബ്ദം. ഞാൻ ഈ ഉപകരണം എല്ലാ ദിവസവും പല തരത്തിൽ ഉപയോഗിക്കുന്നു!,It is easy to hook up and use. It has great sound and I use it daily in many ways.
596,"cable cancel ചെയ്തു, ഇത് വഴി lot of money save ചെയ്തു",Cancelled my cable and i saved a lot of money from this..,"എന്റെ കേബിൾ റദ്ദാക്കി, ഞാൻ ഇതിൽ നിന്ന് ധാരാളം പണം ലാഭിച്ചു..",I canceled cable and saved a lot of money using this.
597,"എന്റെ Alexa ഞാൻ love ചെയ്യുന്നു. setup easy ആണ്, kids അവളെ love ചെയ്യുന്നു. word games കളിക്കുന്നു. music lists വേണ്ടി use ചെയ്യുന്നു. reminders alarms set ചെയ്യുന്നു. highly recommend. accessories expensive ആണ്","I love my Alexa! It was easy to set up and begin using. The kids love her , too? They like playing word games with her. I use it for music and for the different lists I have. She reminds me and sets alarms for me. I highly recommend Alexa. I just wish the accessories like the light bulbs and others were not so expensive.",ഞാൻ എന്റെ അലക്സയെ സ്നേഹിക്കുന്നു! ഇത് സജ്ജീകരിക്കാനും ഉപയോഗിക്കാൻ തുടങ്ങാനും എളുപ്പമായിരുന്നു. കുട്ടികൾക്കും അവളെ ഇഷ്ടമാണോ? അവർ അവളുമായി വാക്ക് ഗെയിം കളിക്കാൻ ഇഷ്ടപ്പെടുന്നു. സംഗീതത്തിനും എന്റെ പക്കലുള്ള വ്യത്യസ്ത ലിസ്റ്റുകൾക്കുമായി ഞാൻ ഇത് ഉപയോഗിക്കുന്നു. അവൾ എന്നെ ഓർമ്മിപ്പിക്കുകയും എനിക്ക് അലാറങ്ങൾ സജ്ജമാക്കുകയും ചെയ്യുന്നു. ഞാൻ അലക്സയെ വളരെ ശുപാർശ ചെയ്യുന്നു. ലൈറ്റ് ബൾബുകളും മറ്റുള്ളവയും അത്ര ചെലവേറിയതല്ലെങ്കിൽ എന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു.,"I love my Alexa. Setup is easy and kids love her. They play word games, use it for music lists, and set reminders and alarms. Highly recommend. Accessories are expensive."
598,"ഞങ്ങൾ Alexa love ചെയ്യുന്നു, appointments keep ചെയ്യുന്നു, great music play ചെയ്യുന്നു, weather news update നൽകുന്നു","We Love our Alexa, she keeps all of our appointments and plays great music and keeps us up to date on weather and news.","ഞങ്ങൾ ഞങ്ങളുടെ അലക്‌സയെ സ്നേഹിക്കുന്നു, അവൾ ഞങ്ങളുടെ എല്ലാ അപ്പോയിന്റ്‌മെന്റുകളും സൂക്ഷിക്കുകയും മികച്ച സംഗീതം പ്ലേ ചെയ്യുകയും കാലാവസ്ഥയെയും വാർത്തകളെയും കുറിച്ച് ഞങ്ങളെ കാലികമായി നിലനിർത്തുകയും ചെയ്യുന്നു.","We love Alexa. It keeps appointments, plays great music, and provides weather and news updates."
599,tablet choices എല്ലാം തമ്മിൽ compare ചെയ്യുമ്പോൾ kids ന് ഞങ്ങൾ ഇത് വാങ്ങുന്നു. price ഉം durability ഉം unbeatable ആണ്.,Out of all the tablet choices out there we buy these for our children over any other. You can't beat the price and durability.,അവിടെയുള്ള എല്ലാ ടാബ്‌ലെറ്റ് ചോയ്‌സുകളിൽ നിന്നും മറ്റെന്തിനെക്കാളും ഞങ്ങൾ ഇത് ഞങ്ങളുടെ കുട്ടികൾക്കായി വാങ്ങുന്നു. നിങ്ങൾക്ക് വിലയും ഈടും മറികടക്കാൻ കഴിയില്ല.,"Compared to all tablet choices, we buy this for kids. Price and durability are unbeatable."
600,ഇത് very nice useful ആണ്. ഈ product recommend ചെയ്യും,It's very nice and useful. I will recommend this product.,ഇത് വളരെ മനോഹരവും ഉപയോഗപ്രദവുമാണ്. ഞാൻ ഈ ഉൽപ്പന്നം ശുപാർശ ചെയ്യും.,It is very nice and useful. I recommend this product.
601,"എന്റെ 5 year old son ന് ഈ tablet ൽ loads of fun ഉണ്ട്, വീണ്ടും buy ചെയ്യും.",My 5 years old son has loads of fun with this tablet. I would buy again.,എന്റെ 5 വയസ്സുള്ള മകന് ഈ ടാബ്‌ലെറ്റിൽ ഒരുപാട് രസമുണ്ട്. ഞാൻ വീണ്ടും വാങ്ങും.,My 5-year-old son has loads of fun with this tablet. I will buy again.
602,"voice search love ചെയ്തു, install easy, use easy.",loved the voice search easy to install and very easy to use,ഇൻസ്റ്റാൾ ചെയ്യാൻ എളുപ്പമുള്ളതും ഉപയോഗിക്കാൻ എളുപ്പമുള്ളതുമായ വോയ്‌സ് തിരയൽ ഇഷ്ടപ്പെട്ടു,I loved the voice search. Installation and use are easy.
603,"nephew ന് Xmas gift ആയി വാങ്ങി, അവൻ എങ്ങനെ handle ചെയ്യും എന്ന് കാണാം",Bought it for my nephew for Xmas we shall see how it holds up for him,"ക്രിസ്മസിനായി എന്റെ മരുമകനുവേണ്ടി ഇത് വാങ്ങി, അത് അവനെ എങ്ങനെ നിലനിർത്തുന്നുവെന്ന് നമുക്ക് നോക്കാം",Bought as a Christmas gift for my nephew. Let’s see how he handles it.
604,എന്റെ granddaughter LOVES it. 5 year old നായി lots of kid friendly apps ഉണ്ട്,My granddaughter LOVES it! LOTS of kid-friendly apps for a 5 year old!,എന്റെ ചെറുമകൾ അത് ഇഷ്ടപ്പെടുന്നു! 5 വയസ്സുള്ള കുട്ടിക്ക് ധാരാളം കുട്ടികൾ-സൗഹൃദ ആപ്പുകൾ!,My granddaughter loves it. There are lots of kid-friendly apps for a 5-year-old.
605,"ഈ tablet ഞാൻ like ചെയ്യുന്നു, പക്ഷേ apps use ചെയ്യാൻ store sign in വേണം എന്നത് dislike ആണ്",I got this tablet for my nice i really like it but i really dislike the fact that you have to be sing in into store in order to use apps,"എനിക്ക് ഈ ടാബ്‌ലെറ്റ് ലഭിച്ചത് എന്റെ നല്ലതിനാണ്, എനിക്ക് ഇത് ശരിക്കും ഇഷ്ടമാണ്, പക്ഷേ ആപ്പുകൾ ഉപയോഗിക്കുന്നതിന് നിങ്ങൾ സ്റ്റോറിൽ പാടണം എന്ന വസ്തുത എനിക്ക് ഇഷ്ടമല്ല","I like this tablet, but I dislike that you need to sign in to the store to use apps."
606,Kindle great ആണ്. great product great price ആണ്.,The kindle is great! Great product and great price.,കിൻഡിൽ മികച്ചതാണ്! മികച്ച ഉൽപ്പന്നവും മികച്ച വിലയും.,Kindle is great. Great product at a great price.
607,Black Friday ൽ daughter ന് $39 ന് വാങ്ങി works well no problems she loves it,"Good tablet, got it on black Friday for my daughter and it was only $39. Works well, no problems. My daughter loves it!","നല്ല ടാബ്‌ലെറ്റ്, ബ്ലാക്ക് ഫ്രൈഡേയിൽ എന്റെ മകൾക്ക് ലഭിച്ചു, അത് $39 മാത്രമായിരുന്നു. നന്നായി പ്രവർത്തിക്കുന്നു, പ്രശ്നങ്ങളില്ല. എന്റെ മകൾ ഇത് ഇഷ്ടപ്പെടുന്നു!",Bought it for my daughter for $39 on Black Friday. It works well with no problems and she loves it.
608,"child with disabilities വേണ്ടി great tablet ആണ്, അതിനാൽ 5 star നൽകി.",I gave a 5 star review because its a great tablet for a child with disabilities,വൈകല്യമുള്ള കുട്ടികൾക്കുള്ള മികച്ച ടാബ്‌ലെറ്റായതിനാൽ ഞാൻ 5 നക്ഷത്ര അവലോകനം നൽകി,"It is a great tablet for a child with disabilities, so I gave it 5 stars."
609,"family നു 3 വാങ്ങി, awesome ആണ്.",Bought 3 of these for the family and it's been awesome.,"ഇതിൽ 3 എണ്ണം കുടുംബത്തിനായി വാങ്ങി, അത് ഗംഭീരമായി.",Bought three for the family. They are awesome.
610,Nook ൽ നിന്ന് easy transition ആണ്. ഞാൻ വാങ്ങിയ books Nook ൽ നിന്ന് new Kindle ലേക്ക് migrate ചെയ്യാൻ കഴിയുമായിരുന്നെങ്കിൽ എന്ന് wish ചെയ്യുന്നു.,An easy transition from my Nook! I only wish I could migrate my purchased books from Nook to my new Kindle.,എന്റെ നൂക്കിൽ നിന്ന് ഒരു എളുപ്പ പരിവർത്തനം! ഞാൻ വാങ്ങിയ പുസ്തകങ്ങൾ നൂക്കിൽ നിന്ന് എന്റെ പുതിയ കിൻഡിലിലേക്ക് മൈഗ്രേറ്റ് ചെയ്യണമെന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു.,It is an easy transition from Nook. I wish I could migrate books I bought on Nook to the new Kindle.
611,"Kindle books വായിക്കാൻ മാത്രം ഉപയോഗിക്കുന്നിടത്തോളം great ആണ്. web interface rough ആണ്, അതിനാൽ computer ൽ നിന്ന് books load ചെയ്യുന്നു. files direct ആയി Kindle ലേക്ക് email ചെയ്യാൻ കഴിയുന്നത് love ആണ്. lighting improved ആണ്, inside, outside, dark എല്ലായിടത്തും perfect ആണ്.","Kindle is great as long as you only use it to read books. The web interface is pretty rough, so I put books on it straight from my computer. I love that you can e-mail files directly to your kindle! The lighting is also much improved from the last time I had an e-reader (the Nook) and is perfect whether you're reading inside, outside, or in the dark.","നിങ്ങൾ പുസ്തകങ്ങൾ വായിക്കാൻ മാത്രം ഉപയോഗിക്കുന്നിടത്തോളം കാലം കിൻഡിൽ മികച്ചതാണ്. വെബ് ഇന്റർഫേസ് വളരെ പരുക്കനാണ്, അതിനാൽ ഞാൻ എന്റെ കമ്പ്യൂട്ടറിൽ നിന്ന് നേരിട്ട് പുസ്തകങ്ങൾ അതിൽ ഇട്ടു. നിങ്ങൾക്ക് ഫയലുകൾ നേരിട്ട് നിങ്ങളുടെ കിൻഡിലിലേക്ക് ഇ-മെയിൽ ചെയ്യാൻ കഴിയുന്നത് ഞാൻ ഇഷ്ടപ്പെടുന്നു! എനിക്ക് കഴിഞ്ഞ തവണ ഒരു ഇ-റീഡർ (ദി നൂക്ക്) ഉണ്ടായിരുന്നതിൽ നിന്ന് ലൈറ്റിംഗും വളരെയധികം മെച്ചപ്പെട്ടു, നിങ്ങൾ അകത്തോ പുറത്തോ ഇരുട്ടിലോ വായിക്കുകയാണെങ്കിലും മികച്ചതാണ്.","It is great as long as you use it only for reading Kindle books. The web interface is rough, so I load books from a computer. I love being able to email files directly to Kindle. Lighting is improved and perfect indoors, outdoors, and in the dark."
612,"എന്റെ രണ്ട് kids വേണ്ടി ഞാൻ ഈ choice ചെയ്തത് സന്തോഷമാണ്, അവർ ഈ gadget love ചെയ്യുന്നു, learn play ചെയ്യാൻ ഉള്ള കാര്യങ്ങൾ ഉണ്ട്. customized content ആണ് great thing.",I am glad that I made this choice for both my kids: they love this gadget it has things for them to learn and play. Great thing about this is customized content for children,"എന്റെ രണ്ട് കുട്ടികൾക്കും വേണ്ടി ഞാൻ ഈ തിരഞ്ഞെടുപ്പ് നടത്തിയതിൽ എനിക്ക് സന്തോഷമുണ്ട്: അവർ ഈ ഗാഡ്‌ജെറ്റ് ഇഷ്ടപ്പെടുന്നു, അവർക്ക് പഠിക്കാനും കളിക്കാനുമുള്ള കാര്യങ്ങളുണ്ട്. കുട്ടികൾക്കായി ഇഷ്‌ടാനുസൃതമാക്കിയ ഉള്ളടക്കമാണ് ഇതിലെ മഹത്തായ കാര്യം",I am happy with this choice for my two kids. They love this gadget and it has things to learn and play. Customized content is a great feature.
613,"എന്റെ 3 year old നു വേണ്ടി tablet വാങ്ങി, he loves it. he lot പഠിച്ചു. only con എന്നാൽ charge ചെയ്യാൻ long time എടുക്കുന്നു, charge long time നിലനിൽക്കില്ല.",I purchased this tablet for my 3 year old and he loves it. He has learned a lot. Only con is that it takes a long time to charge and doesn't stay charged for long,"എന്റെ 3 വയസ്സിന് വേണ്ടി ഞാൻ ഈ ടാബ്‌ലെറ്റ് വാങ്ങി, അവൻ അത് ഇഷ്ടപ്പെടുന്നു. അവൻ ഒരുപാട് പഠിച്ചു. ഇത് ചാർജ് ചെയ്യാൻ വളരെ സമയമെടുക്കുന്നു, കൂടുതൽ നേരം ചാർജ് ചെയ്യില്ല എന്നതാണ് ഏക പോരായ്മ",I bought a tablet for my 3-year-old and he loves it. He learned a lot. The only con is that it takes a long time to charge and does not hold charge for long.
614,Amazon ഇഷ്ടമല്ല. app store ൽ cool apps ഇല്ല,Hate Amazon! The app store doesn't have cool apps!,ആമസോണിനെ വെറുക്കുന്നു! ആപ്പ് സ്റ്റോറിൽ രസകരമായ ആപ്പുകൾ ഇല്ല!,I do not like Amazon. The app store does not have cool apps.
615,"dad വേണ്ടി വാങ്ങി, അവൻ love ചെയ്യുന്നു, easy to use ആണ്.",I bought this for my dad. He loves it and it's easy to use.,"ഞാൻ ഇത് എന്റെ അച്ഛന് വേണ്ടി വാങ്ങി. അവൻ അത് ഇഷ്ടപ്പെടുന്നു, അത് ഉപയോഗിക്കാൻ എളുപ്പമാണ്.",Bought it for my dad. He loves it and it is easy to use.
616,എന്റെ 5 year old nephew പറഞ്ഞു ഇത് അവന്റെ favorite Christmas gift ആണ്. അത് കേട്ടാൽ recommend ചെയ്യാൻ മതി,My 5 year-old nephew said that this was his favorite Christmas gift. That's all I needed to hear to recommend this to friends.,"എന്റെ 5 വയസ്സുള്ള മരുമകൻ പറഞ്ഞു, ഇതാണ് അവന്റെ പ്രിയപ്പെട്ട ക്രിസ്മസ് സമ്മാനം. സുഹൃത്തുക്കൾക്ക് ഇത് ശുപാർശ ചെയ്യാൻ എനിക്ക് കേൾക്കേണ്ടി വന്നത് ഇത്രമാത്രം.",My 5-year-old nephew said this is his favorite Christmas gift. That is enough to recommend it.
617,"എനിക്ക് വേണ്ടപ്പോൾ works ചെയ്യുന്നു. എന്റെ speech patterns learn ചെയ്യുന്നു, music listen ചെയ്യാൻ anytime use ചെയ്യാം.",Works whenever I want...learns my speech patterns and I can use it listen to music whenever I want,"എനിക്ക് ആവശ്യമുള്ളപ്പോഴെല്ലാം പ്രവർത്തിക്കുന്നു...എന്റെ സംഭാഷണ പാറ്റേണുകൾ പഠിക്കുന്നു, എനിക്ക് ആവശ്യമുള്ളപ്പോഴെല്ലാം സംഗീതം കേൾക്കാൻ ഇത് ഉപയോഗിക്കാം",It works when I need it. It learns my speech patterns and I can use it anytime to listen to music.
618,"simple device books വേണ്ടി വേണ്ടിയിരുന്നു, pop ups വേണ്ട, ഇത് perfect ആണ്, home car ൽ keep ചെയ്യുന്നു.",I wanted a simple device strictly for books. I did not want pop up pictures or current events running across the bottom of the screen. This is the tool for me. I keep one at home and one in the car for wait times at appointments.,പുസ്തകങ്ങൾക്കായി കർശനമായി ഒരു ലളിതമായ ഉപകരണം ഞാൻ ആഗ്രഹിച്ചു. സ്‌ക്രീനിന്റെ അടിയിൽ പ്രവർത്തിക്കുന്ന പോപ്പ് അപ്പ് ചിത്രങ്ങളോ നിലവിലെ ഇവന്റുകളോ എനിക്ക് ആവശ്യമില്ല. ഇതാണ് എനിക്കുള്ള ഉപകരണം. അപ്പോയിന്റ്‌മെന്റുകളിൽ കാത്തിരിപ്പ് സമയങ്ങളിൽ ഞാൻ ഒരെണ്ണം വീട്ടിലും ഒരെണ്ണം കാറിലും സൂക്ഷിക്കുന്നു.,I wanted a simple device for books with no pop-ups. This is perfect. I keep it at home and in the car.
619,എനിക്ക് already Firestick ഉണ്ടായിരുന്നു. FireTV faster ഉം even better ഉം ആണ്,I already had the Amazon Firestick. The FireTV is faster and even better!,എനിക്ക് നേരത്തെ തന്നെ ആമസോൺ ഫയർസ്റ്റിക് ഉണ്ടായിരുന്നു. FireTV വേഗതയേറിയതും അതിലും മികച്ചതുമാണ്!,I already had a Firestick. FireTV is faster and even better.
620,"smart box exactly advertised പോലെ work ചെയ്യുന്നു, phone pics videos easy app വഴി add ചെയ്യാം.",This smart box does exactly what it says it does. I like that it adds the pics and videos from my cell phone in an easy to use app.,ഈ സ്‌മാർട്ട് ബോക്‌സ് പറയുന്നതുതന്നെ ചെയ്യുന്നു. ഉപയോഗിക്കാൻ എളുപ്പമുള്ള ആപ്പിൽ എന്റെ സെൽ ഫോണിൽ നിന്നുള്ള ചിത്രങ്ങളും വീഡിയോകളും ചേർക്കുന്നത് ഞാൻ ഇഷ്ടപ്പെടുന്നു.,The smart box works exactly as advertised. You can easily add phone pictures and videos through an app.
